,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間,屬性值-英文,屬性值-日文,屬性值-簡中
5,惡魔召喚,預設,,,,-,text,text,消耗自身當前的全部MP，召喚一隻惡魔協同攻擊。惡魔攻擊時自身需消耗一定HP，若HP不足以支付自身將死亡。,,100 ,8 ,須詠唱,無法放入連擊,一般,2,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,tips,text,消耗MP的詳細說明,,,,,,,,,,
,,,,,,,,icon,potum,,,,,,,,,,
,,,,,,-,group,size,1,,,,,,,,,,
,,,,,,-,list,text,要釋放此技能，當前MP值至少要高於![100]。,,,,,,,,,,
,,,,,,,,mark,實際消耗,,,,,,,,,,
,,,,,,-,list,text,以格數為單位消耗，不滿1格(不足100)的部分不會消耗。,,,,,,,,,,
,,,,,,-,list,text,"消耗MP上限為![2000],可通過修羅氣場等技能增加此上限。",,,,,,,,,,
,,,,,,-,stack,id,1,,,,,,,,,,
,,,,,,,,min,1,,,,,,,,,,
,,,,,,,,max,20,,,,,,,,,,
,,,,,,,,default,20,,,,,,,,,,
,,,,,,,,name,消耗MP（格數）,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,-,list,text,一支隊伍同時只能存在一隻惡魔，後召喚者無效。,,,,,,,,,,
,,,,,,-,list,text,組隊時若仇恨轉移至自身，則有（角色已損失生命值²/200）%的概率使自身陷入昏厥。,,,,,,,,,,
,,,,,,-,list,text,惡魔大約每2秒攻擊一次。,,,,,,,,,,
,,,,,,-,list,text,消耗MP影響惡魔發出光束的機率，光束的基礎機率為：${5+stack}%。,,,,,,,,,,
,,,,,,-,list,text,每使用一次爪擊，光束機率翻倍(不超過100%)；每發出一次光束，光束機率減半。,,,,,,,,,,
,,,,,,-,tips,text,滿MP召喚時，第三次攻擊必定是光束。,,,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,,,,
,,,,,,-,damage,name,爪擊,,,,,,,,,,
,,,,,,,,constant,stack*50,,,,,,,,,,
,,,,,,,,multiplier,100+5*stack,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,,,,
,,,,,,-,base,type,custom,,,,,,,,,,
,,,,,,,,title,有效(ATK+MATK),,,,,,,,,,
,,,,,,,,caption,[角色ATK+角色MATK+等級差]×(100-目標物理抗性)%-DEF。,,,,,,,,,,
,,,,,,,,atk_rate,100,,,,,,,,,,
,,,,,,,,matk_rate,100,,,,,,,,,,
,,,,,,-,extra,caption,使用此攻擊，消耗最大HP的3%(最少300)。,,,,,,,,,,
,,,,,,-,extra,caption,此傷害視為普通攻擊，可享受各種一般攻擊傷害提升的效果，但不會觸發攻擊MP回復。,,,,,,,,,,
,,,,,,-,space,#,,,,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,,,,
,,,,,,-,damage,name,光束,,,,,,,,,,
,,,,,,,,constant,stack*100,,,,,,,,,,
,,,,,,,,multiplier,200+90*stack,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,combo_rate,0,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,,,,
,,,,,,-,base,type,custom,,,,,,,,,,
,,,,,,,,title,有效(ATK+MATK),,,,,,,,,,
,,,,,,,,caption,[角色ATK+角色MATK+等級差]×(100-目標物理抗性)%-DEF。,,,,,,,,,,
,,,,,,,,atk_rate,100,,,,,,,,,,
,,,,,,,,matk_rate,100,,,,,,,,,,
,,,,,,-,extra,caption,使用此攻擊，消耗最大HP的12%(最少1200)。,,,,,,,,,,
,,,,,,-,list,text,惡魔的攻擊距離為7m。,,,,,,,,,,
,,,,,,-,list,text,此技能距離威力判定的方式為惡魔與目標的距離。此技能造成的元素屬性與玩家一致。,,,,,,,,,,
,,,,,,-,text,text,習得此技能後，可於EX技能中強化惡魔契約，可用契約點數為${SLv}。,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,契約點數，惡魔契約,,,,,,,,,,
,,,,,,-,tips,text,所有契約效果,,,,,,,,,,
,,,,,,-,group,size,1,,,,,,,,,,
,,,,,,-,table,labels,"契約,使用點數,效果",,,,,,,,,,
,,,,,,1,row,cell.0,魔力斬裂,,,,,,,,,,
,,,,,,,,cell.1,1,,,,,,,,,,
,,,,,,,,cell.2,射程變為14m，傷害類型變為魔法傷害，適用#[法術對屬加成][法術額外屬性傷害/剋屬傷害]，取魔法命中率、暴擊率、暴擊傷害。(仍使用ATK+MATK與普攻慣性),,,,,,,,,,
,,,,,,-,row,cell.0,暗算,,,,,,,,,,
,,,,,,,,cell.1,2,,,,,,,,,,
,,,,,,,,cell.2,當目標處於#[膽怯]、#[翻覆]、#[昏厥]時，必定使用光束攻擊，通常狀態下降低光束使用率。,,,,,,,,,,
,,,,,,-,row,cell.0,虛擊,,,,,,,,,,
,,,,,,,,cell.1,2,,,,,,,,,,
,,,,,,,,cell.2,惡魔的攻擊將自動變為有利屬性。,,,,,,,,,,
,,,,,,-,row,cell.0,王魔顯現,,,,,,,,,,
,,,,,,,,cell.1,4,,,,,,,,,,
,,,,,,,,cell.2,惡魔可以實時應用角色的行動速度 (但不受#[冰凍]、#[麻痺]效果影響)。,,,,,,,,,,
,,,,,,-,row,cell.0,惡魔障壁,,,,,,,,,,
,,,,,,,,cell.1,1,,,,,,,,,,
,,,,,,,,cell.2,惡魔的7m內，角色受到的物理、魔法傷害降低30%。,,,,,,,,,,
,,,,,,-,row,cell.0,障壁擴大,,,,,,,,,,
,,,,,,,,cell.1,2,,,,,,,,,,
,,,,,,,,cell.2,障壁的減傷范圍擴大到21m。若不同時與惡魔障壁共用，效果變更為角色受到的物理、魔法傷害降低15%。,,,,,,,,,,
,,,,,,-,row,cell.0,精氣扭曲,,,,,,,,,,
,,,,,,,,cell.1,2,,,,,,,,,,
,,,,,,,,cell.2,7m內，受到百分比傷害減輕15%；與惡魔障壁共用，百分比減輕幅度提升至30%、與障壁擴大共用，範圍擴大到21m。,,,,,,,,,,
,,,,,,-,row,cell.0,替身契約,,,,,,,,,,
,,,,,,,,cell.1,4,,,,,,,,,,
,,,,,,,,cell.2,受到致命傷害或HP無法支付惡魔攻擊代價時，阻止一次死亡，並回復((攻擊mp回復×惡魔攻擊次數（上限99次）))的Hp，同時送回惡魔。,,,,,,,,,,
,,,,,,-,row,cell.0,生命之錨,,,,,,,,,,
,,,,,,,,cell.1,1,,,,,,,,,,
,,,,,,,,cell.2,不會因惡魔的攻擊導致角色死亡，惡魔攻擊時若角色HP不足以支撐本次消耗，則消耗200惡魔MP（惡魔MP等於召喚時消費MP，惡魔MP降低時傷害隨之降低，惡魔mp最低為100）。,,,,,,,,,,
,,,,,,-,row,cell.0,血之契約,,,,,,,,,,
,,,,,,,,cell.1,2,,,,,,,,,,
,,,,,,,,cell.2,返還召喚惡魔時所消耗MP的一半，並使角色基礎HP-50%。（由於是先消耗再返還，對惡魔無負面作用）,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,優質產具,預設,法杖,,,-,text,text,首次展開掘墓人時，額外獲得${SLv+Math.floor(stack/10)}死靈疊加，並且擴大墓地範圍。,,,,被動,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,skill,掘墓人,,,,,,,,,,
,,,,,,,,mark,死靈疊加,,,,,,,,,,
,,,,,,-,stack,id,1,,,,,,,,,,
,,,,,,,,min,5,,,,,,,,,,
,,,,,,,,max,120,,,,,,,,,,
,,,,,,,,default,10,,,,,,,,,,
,,,,,,,,step,10,,,,,,,,,,
,,,,,,,,name,死靈技能樹消耗的技能點,,,,,,,,,,
,,,,,,-,passive,caption,掘墓人範圍+${0.5*SLv}m,,,,,,,,,,
,,,,,,,,skill,掘墓人,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7,收穫,預設,法杖,,,-,list,text,討伐怪物後，立刻回復${SLv}%最大HP與${10*SLv}MP.(該效果每秒最多觸發一次）。,,,,被動,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,list,text,若習得骸骨召喚，且場上已存在骷髏少於3隻，則在回復的同時召喚一個骷髏士兵。,,,,,,,,,,
,,,,,,,,skill,骸骨召喚,,,,,,,,,,
,,,,,,,,mark,骷髏士兵,,,,,,,,,,
8,自產自銷,預設,法杖,,,-,text,text,即使在自爆的骷髏戰士上，也有概率(滿級約80%)產生收穫的效果,,,,被動,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,skill,收穫,,,,,,,,,,
,,,,,,,,mark,骷髏戰士,,,,,,,,,,
9,墓園,預設,,,,-,text,text,以隆起的墓石貫穿敵人的死靈術，消耗3層死靈疊加可以追加範圍攻擊,,300 ,7 ,瞬發,可以放入連擊,慢,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,死靈疊加,,,,,,,,,,
,,,,,,-,stack,id,0,,,,,,,,,,
,,,,,,,,min,3,,,,,,,,,,
,,,,,,,,max,9,,,,,,,,,,
,,,,,,,,name,消耗死靈疊加,,,,,,,,,,
,,,,,,,,default,9,,,,,,,,,,
,,,,,,,,step,3,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,-,damage,name,主傷害,,,,,,,,,,
,,,,,,,,constant,300,,,,,,,,,,
,,,,,,,,multiplier,250,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,extra,caption,有((20*（基礎VIT/50）))%機率使目標陷入#[翻覆]。,,,,,,,,,,
,,,,,,-,damage,name,追擊傷害,,,,,,,,,,
,,,,,,,,constant,SLv*30,,,,,,,,,,
,,,,,,,,multiplier,150+SLv*10,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,frequency,Math.floor(stack/3),,,,,,,,,,
,,,,,,,,title,each,,,,,,,,,,
,,,,,,,,judgment,separate,,,,,,,,,,
,,,,,,,,stack_id,0,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,頭骨震盪,預設,法杖,,,-,text,text,用力敲擊敵人頭部，有機會造成#[眩暈]及#[昏厥]，連續使用時技能威力提升、造成昏厥機率增加，成功造成昏厥時重置連續使用次數的計算。,,200 ,main,瞬發,可以放入連擊,慢,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,mark,"連續使用,昏厥",,,,,,,,,,
,,,,,,-,list,text,隊友施放此技能也會提升自身計算時的連續使用次數。,,,,,,,,,,
,,,,,,-,list,text,即使昏厥因為抗性時間而附加失敗，也會重置連續使用次數。,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,1,damage,name,頭骨震盪,,,,,,,,,,
,,,,,,,,constant,200,,,,,,,,,,
,,,,,,,,multiplier,1000,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,-,extra,caption,有${$BSTR*0.2+5*SLv}%機率使目標陷入#[眩暈]。,,,,,,,,,,
,,,,,,-,extra,caption,有${10}%機率使目標陷入#[昏厥]。,,,,,,,,,,
,,,,,,-,stack,id,0,,,,,,,,,,
,,,,,,,,min,1,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,name,連續敲擊次數,,,,,,,,,,
,,,,,,,,default,1,,,,,,,,,,
,,,,,,2,damage,name,連續敲擊,,,,,,,,,,
,,,,,,,,constant,200,,,,,,,,,,
,,,,,,,,multiplier,1000+SLv*7.5*stack+25*stack,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,stack_id,0,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,-,extra,caption,有${$BSTR*0.2+5*SLv}%機率使目標陷入#[眩暈]。,,,,,,,,,,
,,,,,,-,extra,caption,有${10*stack}%機率使目標陷入#[昏厥]。,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,,非預設,旋風槍,,,1,damage,multiplier,750,,,,,,,,,,
,,,,,,2,damage,multiplier,750+SLv*7.5*stack,,,,,,,,,,
11,危險震盪,預設,法杖,,,-,text,text,揮擊武器造成傷害，可額外消耗100MP依照方向鍵的不同造成不同衍生效果的技能。,,100 ,main,瞬發,可以放入連擊,一般,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,1,damage,name,主傷害,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,1000+$BSTR*0.5,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,short,,,,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,,,,
,,,,,,2,extra,caption,技能動作期間受攻擊會自動#[阻擋][阻擋（玩家）]。,,,,,,,,,,
,,,,,,3,damage,name,【前】追加傷害,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,1250+SLv*25+$STR,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,short,,,,,,,,,,
,,,,,,,,action_frame,92~52,,,,,,,,,,
,,,,,,-,extra,caption,此傷害#[必定暴擊]。,,,,,,,,,,
,,,,,,4,extra,caption,下一招行動速度+50%,,,,,,,,,,
,,,,,,5,damage,name,【左、右】追加傷害,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,1000+SLv*25,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,short,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,6,extra,caption,動作期間傷害減至0。,,,,,,,,,,
,,,,,,7,list,text,此效果無法避免諸如!S[神速掌握]、!S[勇氣泉源]等技能中斷，也無法避免被施加異常狀態。,,,,,,,,,,
,,,,,,8,damage,name,【後】追加傷害,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,750+SLv*25,,,,,,,,,,
,,,,,,,,damage_type,physical,,,,,,,,,,
,,,,,,,,range_damage,short,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,9,extra,caption,造成攻擊後迅速向後退5m。,,,,,,,,,,
11,,非預設,旋風槍,,,1,damage,multiplier,750+$BSTR*0.5,,,,,,,,,,
,,,,,,3,damage,multiplier,750+SLv*25+$STR,,,,,,,,,,
,,,,,,5,damage,multiplier,500+SLv*25,,,,,,,,,,
,,,,,,8,damage,multiplier,250+SLv*25,,,,,,,,,,
8,1,魔像技能,,,,,,,,,,,,,,,,,
0,召喚魔像,預設,法杖,,,-,text,text,召喚魔像，自身攻擊回復失效並由魔像攻擊來回復MP。,,500 ,,須詠唱,無法放入連擊,,2,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,list,text,可在EX技能選擇召喚的魔像類型與分配魔法燈點數（可分配魔法燈：${SLv}）。,,,,,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,,,,
,,,,,,-,list,text,魔法燈可提升魔像的性能，可分配在攻擊、盾牌、速度三種屬性上，未分配的魔法燈點數會作為能量點，提升魔像活動時間。,,,,,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,,,,
,,,,,,-,stack,name,能量點,,,,,,,,,,
,,,,,,,,id,0,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,10,,,,,,,,,,
,,,,,,-,stack,name,攻擊魔法燈,,,,,,,,,,
,,,,,,,,id,1,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,-,stack,name,盾牌魔法燈,,,,,,,,,,
,,,,,,,,id,2,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,-,stack,name,速度魔法燈,,,,,,,,,,
,,,,,,,,id,3,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,-,proration,damage,normal_attack,,,,,,,,,,
,,,,,,,,proration,none,,,,,,,,,,
,,,,,,-,damage,name,槍兵型魔像,,,,,,,,,,
,,,,,,,,constant,0,,,,,,,,,,
,,,,,,,,multiplier,200+(20+2*stack[4])*stack[1],,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,,,,
,,,,,,,,base,matk,,,,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,,,,
,,,,,,,,caption,1m,,,,,,,,,,
,,,,,,-,extra,condition,額外命中屬性,,,,,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,,,,
,,,,,,,,caption,${75+15*stack[3]}%,,,,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,,,,
,,,,,,,,caption,${(2+0.2*stack[5])*stack[2]}%,,,,,,,,,,
,,,,,,-,damage,name,盾兵型魔像,,,,,,,,,,
,,,,,,,,constant,0,,,,,,,,,,
,,,,,,,,multiplier,100+(20+2*stack[4])*stack[1],,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,,,,
,,,,,,,,base,matk,,,,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,,,,
,,,,,,,,caption,7m,,,,,,,,,,
,,,,,,-,extra,condition,額外命中屬性,,,,,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,,,,
,,,,,,,,caption,${50+15*stack[3]}%,,,,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,,,,
,,,,,,,,caption,${10+(2+0.2*stack[5])*stack[2]}%,,,,,,,,,,
,,,,,,-,damage,name,破壞者型魔像,,,,,,,,,,
,,,,,,,,constant,0,,,,,,,,,,
,,,,,,,,multiplier,100+(20+2*stack[4])*stack[1],,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,long_range_damage,0,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,stack_id,"0,1,2,3,4,5,6",,,,,,,,,,
,,,,,,-,extra,caption,${10+stack[0]*10}秒。,,,,,,,,,,
,,,,,,,,condition,召喚後活動時間,,,,,,,,,,
,,,,,,-,extra,condition,基礎攻擊距離,,,,,,,,,,
,,,,,,,,caption,14m,,,,,,,,,,
,,,,,,-,extra,condition,額外命中屬性(對此魔像無意義),,,,,,,,,,
,,,,,,,,caption,${20*stack[1]+2*stack[4]*stack[4]},,,,,,,,,,
,,,,,,-,extra,condition,移動速度,,,,,,,,,,
,,,,,,,,caption,${25+15*stack[3]}%,,,,,,,,,,
,,,,,,-,extra,condition,召喚者在${4+0.2*stack[5]}米內，提供減傷,,,,,,,,,,
,,,,,,,,caption,${(2+0.2*stack[5])*stack[2]}%,,,,,,,,,,
,,,,,,-,list,text,魔像的攻擊屬性（MATK、暴擊率、暴擊傷害、貫穿、攻擊速度等等）均繼承自角色。但行動速度不繼承（受強化速度技能影響）。,,,,,,,,,,
,,,,,,-,list,text,一般攻擊傷害提升效果不影響魔像傷害。,,,,,,,,,,
,,,,,,-,text,text,強化攻擊、強化盾牌、強化速度，會分別提升對應魔法燈的效果。,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,skill,"強化攻擊,強化盾牌,強化速度",,,,,,,,,,
,,,,,,,,mark,魔法燈,,,,,,,,,,
,,,,,,-,stack,name,強化攻擊,,,,,,,,,,
,,,,,,,,id,4,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-2'),,,,,,,,,,
,,,,,,-,stack,name,強化盾牌,,,,,,,,,,
,,,,,,,,id,5,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-4'),,,,,,,,,,
,,,,,,-,stack,name,強化速度,,,,,,,,,,
,,,,,,,,id,6,,,,,,,,,,
,,,,,,,,min,0,,,,,,,,,,
,,,,,,,,max,10,,,,,,,,,,
,,,,,,,,default,0,,,,,,,,,,
,,,,,,,,value,getSkillLevel('4-8-6'),,,,,,,,,,
0,,非預設,弩,,,,,,,,,,,,,,,,
0,,非預設,魔導具,,,,,,,,,,,,,,,,
1,槍兵型．改,預設,法杖,,,-,passive,caption,強化槍兵型魔像，提升其貫穿力與暴擊率，其他型號的魔像也能享受部分效果。,,,,被動,,,,,,
,,,,,,-,extra,condition,槍兵型魔像,,,,,,,,,,
,,,,,,,,physical_pierce,5+7*SLv,,,,,,,,,,
,,,,,,,,critical_rate,Math.floor(7.5*SLv),,,,,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,,,,
,,,,,,,,physical_pierce,Math.floor((5+7*SLv)/3),,,,,,,,,,
,,,,,,,,magic_pierce,Math.floor((5+7*SLv)/3),,,,,,,,,,
,,,,,,,,critical_rate,Math.floor(2.5*SLv),,,,,,,,,,
1,,非預設,弩,,,,,,,,,,,,,,,,
1,,非預設,魔導具,,,,,,,,,,,,,,,,
2,強化攻擊,預設,法杖,,,-,passive,caption,每1點攻擊魔法燈，提升的傷害倍率增加${2*SLv}。並常駐提升魔像${2*SLv*SLv}點命中。,,,,被動,,,,,,
2,,非預設,弩,,,,,,,,,,,,,,,,
2,,非預設,魔導具,,,,,,,,,,,,,,,,
3,盾兵型．改,預設,法杖,,,-,passive,caption,強化盾兵型魔像，提升其活動時間與減輕傷害距離，其他型號的魔像也能享受部分效果。,,,,被動,,,,,,
,,,,,,-,extra,condition,盾兵型魔像,,,,,,,,,,
,,,,,,,,caption,活動時間+${4*SLv}秒。<br>減傷範圍+${0.2*SLv}m。,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,,,,
,,,,,,,,caption,活動時間+${2*SLv}秒。<br>減傷範圍+${0.1*SLv}m。,,,,,,,,,,
3,,非預設,弩,,,,,,,,,,,,,,,,
3,,非預設,魔導具,,,,,,,,,,,,,,,,
4,強化盾牌,預設,法杖,,,-,passive,caption,每1點盾牌魔法燈，提供的減傷+${0.2*SLv}%，並常駐使魔像的減傷範圍延長${0.2*SLv}m。,,,,被動,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,,非預設,弩,,,,,,,,,,,,,,,,
4,,非預設,魔導具,,,,,,,,,,,,,,,,
5,破壞者型．改,預設,法杖,,,-,passive,caption,強化破壞者型魔像，提升其貫穿力與暴擊率，其他型號的魔像也能享受部分效果。,,,,被動,,,,,,
,,,,,,-,extra,condition,破壞者型魔像,,,,,,,,,,
,,,,,,,,magic_pierce,5+7*SLv,,,,,,,,,,
,,,,,,,,critical_rate,Math.floor(7.5*SLv),,,,,,,,,,
,,,,,,-,extra,condition,其他魔像,,,,,,,,,,
,,,,,,,,physical_pierce,Math.floor((5+7*SLv)/3),,,,,,,,,,
,,,,,,,,critical_rate,Math.floor(2.5*SLv),,,,,,,,,,
5,,非預設,弩,,,,,,,,,,,,,,,,
5,,非預設,魔導具,,,,,,,,,,,,,,,,
6,強化速度,預設,法杖,,,-,passive,caption,每1點速度魔法燈，使魔像行動速度+${SLv}%，並常駐使魔像的移動速度提升?%。,,,,被動,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,,非預設,弩,,,,,,,,,,,,,,,,
6,,非預設,魔導具,,,,,,,,,,,,,,,,
7,魔導手榴彈,預設,弩,,,-,text,text,朝目標投擲魔導手榴彈，造成小範圍傷害，投擲距離有限，目標距離過遠時落點會落在最大投擲距離上。,,100 ,-,瞬發,可以放入連擊,,,,,
,,,,,,,,mark,魔導手榴彈,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,,,,
,,,,,,-,damage,name,魔導手榴彈,,,,,,,,,,
,,,,,,,,constant,100,,,,,,,,,,
,,,,,,,,multiplier,"100+40*SLv+Math.max($BINT,$TEC*2)",,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,2+SLv/5,,,,,,,,,,
,,,,,,,,end_position_offsets,-2,,,,,,,,,,
,,,,,,,,target_offset,7,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,-,extra,condition,最大投擲距離,,,,,,,,,,
,,,,,,,,caption,${3+0.5*SLv}m,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7,,非預設,,盾牌,,,,,,,,,,,,,,,
7,,非預設,空手,,,,,,,,,,,,,,,,
8,冰凍手榴彈,預設,弩,,,-,text,text,朝目標投擲冰凍手榴彈，有${10*SLv}%機率附加#[冰凍]，但若自身在其爆炸範圍內，也有${5*SLv}%機率使自身陷入#[冰凍]。,,200 ,-,瞬發,可以放入連擊,,,,,
,,,,,,,,mark,冰凍手榴彈,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,list,text,技能傷害、投擲距離、爆炸範圍等，與魔導手榴彈相同。,,,,,,,,,,
8,,非預設,,盾牌,,,,,,,,,,,,,,,
8,,非預設,空手,,,,,,,,,,,,,,,,
9,閃光手榴彈,預設,弩,,,-,text,text,朝目標投擲閃光手榴彈，有${10*SLv}%機率附加#[閃光]，但若自身在其爆炸範圍內，也有${5*SLv}%機率使自身陷入#[閃光]。,,300 ,-,瞬發,可以放入連擊,,,,,
,,,,,,,,mark,閃光手榴彈,,,,,,,,,,
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,list,text,技能傷害、投擲距離、爆炸範圍等，與魔導手榴彈相同。,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
9,,非預設,,盾牌,,,,,,,,,,,,,,,
9,,非預設,空手,,,,,,,,,,,,,,,,
5,0,其他,,,,,,,,,,,,,,,,,
0,1,活動技能,1,,,,,,,,,,,,,,,,
